0.009446 18.462486
0.010780 18.462486
0.012863 18.462486
0.013810 2.440967
0.014530 2.440967
0.015591 2.440967
0.017156 2.440967
0.018515 1.406528
0.031141 1.406528
0.031528 1.406528
0.000761 0.768862
0.001201 0.768862
0.001774 0.768862
0.002186 0.768862
0.003171 0.768862
0.003624 0.034544
0.004811 0.034544
0.006256 0.034544
0.007004 0.034544
0.007733 0.034544
0.001045 0.283017
0.001457 0.283017
0.001828 0.283017
0.002397 0.283017
0.002926 0.283017
0.003457 0.283017
0.004740 0.283017
0.005073 0.283017
0.005737 0.283017
0.006145 0.283017
0.001401 1.087574
0.002183 1.087574
0.003017 1.087574
0.004665 1.087574
0.004945 1.087574
0.005439 1.087574
0.005936 1.087574
0.006277 0.112586
0.006984 0.112586
0.007551 0.112586
0.005791 1.300843
0.007576 1.300843
0.009505 1.300843
0.010942 1.300843
0.011708 0.378260
0.012840 0.378260
0.014415 0.378260
0.015019 0.378260
0.019054 0.378260
0.020424 0.378260
0.004363 13.537283
0.006281 13.537283
0.009071 13.537283
0.009502 13.537283
0.010132 13.537283
0.010535 0.589451
0.011137 0.589451
0.011531 0.589451
0.012377 0.589451
0.013206 0.589451
0.005195 21.130825
0.006650 0.317235
0.007366 0.317235
0.008502 0.317235
0.009091 0.317235
0.009948 0.317235
0.010620 0.317235
0.012135 0.317235
0.012716 0.317235
0.013143 0.317235
0.004393 57.456660
0.005776 10.070387
0.006355 4.075678
0.007055 4.075678
0.007792 4.075678
0.008313 4.075678
0.009375 4.075678
0.010169 4.075678
0.011064 4.075678
0.012491 4.075678
0.001082 6.079446
0.001493 0.642175
0.002352 0.642175
0.003795 0.642175
0.009702 0.642175
0.010038 0.642175
0.010971 0.642175
0.012003 0.642175
0.012465 0.642175
0.012974 0.642175
0.002709 24.437575
0.003342 24.437575
0.004247 4.497682
0.005845 4.497682
0.006641 4.497682
0.006914 4.497682
0.007618 4.497682
0.007876 0.402142
0.008636 0.402142
0.009025 0.402142
0.001925 29.121747
0.002565 29.121747
0.003173 29.121747
0.004131 29.121747
0.006059 1.353237
0.006770 1.353237
0.007369 1.353237
0.007994 1.353237
0.008695 1.353237
0.009965 1.353237
0.001175 21.398448
0.002019 1.877380
0.002939 0.226551
0.003482 0.226551
0.004123 0.209836
0.004877 0.209836
0.005704 0.209836
0.006368 0.209836
0.007025 0.209836
0.008557 0.209836
0.005242 84.213208
0.006386 76.504824
0.009477 68.267049
0.010305 2.861141
0.011088 2.861141
0.011871 2.861141
0.012426 2.861141
0.013141 2.861141
0.013916 2.861141
0.014334 0.153871
0.005417 1.794690
0.006180 1.794690
0.007019 1.794690
0.007837 1.794690
0.008382 1.794690
0.009951 1.794690
0.012083 1.794690
0.013321 1.208747
0.014561 1.208747
0.015256 1.208747
0.002970 7.071348
0.005771 7.071348
0.009108 3.265925
0.011848 3.265925
0.012770 3.265925
0.014527 3.265925
0.015230 3.265925
0.018133 3.265925
0.102764 3.265925
0.117730 1.742369
0.001120 7.102221
0.002246 1.161293
0.003027 1.161293
0.003652 1.161293
0.005377 0.903784
0.009329 0.903784
0.010139 0.903784
0.010864 0.903784
0.011310 0.903784
0.012212 0.401978
0.000805 7.088698
0.001560 7.088698
0.002049 0.510035
0.002499 0.510035
0.002949 0.510035
0.003413 0.510035
0.004317 0.510035
0.004926 0.510035
0.005319 0.207950
0.008895 0.207950
0.000762 3.776467
0.001167 2.749198
0.001756 2.749198
0.002238 1.311818
0.002985 1.311818
0.003599 1.311818
0.004099 1.311818
0.006705 1.311818
0.008127 1.311818
0.008958 1.311818
0.000747 3.223558
0.001464 3.223558
0.002506 3.223558
0.002959 3.223558
0.003345 3.223558
0.004065 3.223558
0.004402 3.223558
0.004735 3.223558
0.005078 3.074645
0.005553 3.074645
0.002118 12.342629
0.002856 12.342629
0.003403 12.342629
0.004580 12.342629
0.004913 6.943101
0.006395 6.943101
0.006782 6.943101
0.007179 6.943101
0.007632 6.943101
0.007907 6.943101
